Data,Technology,Individual,Chr,MeanCov,RawRealigned,WhDownsample,Merged,RndDownsample,Epsilon,Alpha,SwErrRatePerc,MecScore,TimeSecs,MaxMemMB
ashk,pacbio,child,chr1,60,realigned,20,no_merged,no_downs,0.05,0.01,0.23,382320,198.76,33.265625
sim,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.50,347278,80.24,18.78125
sim,pacbio,child,chr1,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.41,387995,46.17,6.97265625
ashk,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m15,0.05,0.01,1.82,73207,2.39,4.15625
sim,pacbio,child,chr21,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.70,134160,44.93,37.62109375
ashk,pacbio,child,chr1,10,realigned,15,no_merged,no_downs,0.05,0.01,0.31,210300,8.23,3.30859375
ashk,pacbio,child,chr21,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.19,91873,31.88,11.7265625
ashk,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.26,257010,21.66,6.64453125
sim,pacbio,child,chr21,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.13,23970,0.63,2.203125
sim,pacbio,child,chr1,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.34,485427,387.05,36.31640625
ashk,pacbio,child,chr21,20,raw,15,no_merged,no_downs,0.05,0.0001,0.72,62797,21.88,11.3359375
sim,pacbio,child,chr1,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.36,571938,119.02000000000001,29.9609375
ashk,pacbio,child,chr21,20,raw,25,no_merged,no_downs,0.05,0.001,0.70,119598,562.93,309.96484375
ashk,pacbio,child,chr21,5,raw,N,no_merged,downs_s1_m20,0.05,0.1,4.86,46686,0.34,2.0859375
ashk,pacbio,child,chr21,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.93,129502,159.59,64.203125
sim,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.24,120718,26.64,19.68359375
ashk,pacbio,child,chr21,30,raw,15,no_merged,no_downs,0.05,0.01,0.70,75996,3.23,3.65625
sim,pacbio,child,chr21,40,realigned,20,no_merged,no_downs,0.05,0.01,0.42,92400,39.31,21.98046875
ashk,pacbio,child,chr1,25,raw,20,no_merged,no_downs,0.05,0.01,0.55,542407,160.57999999999998,31.05078125
sim,pacbio,child,chr1,15,raw,20,no_merged,no_downs,0.05,0.01,0.57,452909,64.3,17.88671875
sim,pacbio,child,chr1,40,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.22,472350,4548.0,353.5234375
ashk,pacbio,child,chr1,15,raw,20,no_merged,no_downs,0.05,0.001,0.92,414891,237.32999999999998,39.9296875
ashk,pacbio,child,chr21,30,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.56,80070,923.3,250.81640625
sim,pacbio,child,chr1,10,raw,25,no_merged,no_downs,0.05,0.01,1.18,318707,16.37,27.828125
sim,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.65,75621,14.89,7.12109375
sim,pacbio,child,chr1,25,realigned,15,no_merged,no_downs,0.05,0.01,0.04,341220,19.73,4.69140625
ashk,pacbio,child,chr1,60,raw,N,no_merged,downs_s1_m15,0.05,0.1,1.17,554205,21.84,9.11328125
sim,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.42,100110,6.31,8.74609375
ashk,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.24,430410,896.74,78.80859375
ashk,pacbio,child,chr21,50,realigned,15,no_merged,no_downs,0.05,0.001,0.56,50370,12.69,7.67578125
ashk,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.22,365040,111.19,15.8671875
sim,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.45,527643,1699.92,138.08203125
sim,pacbio,child,chr1,15,realigned,15,no_merged,no_downs,0.05,0.001,0.05,304770,46.38,7.2578125
ashk,pacbio,child,chr21,20,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.51,89340,5.81,6.7578125
ashk,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.24,381780,10.39,5.7890625
sim,pacbio,child,chr1,50,realigned,20,no_merged,no_downs,0.05,0.001,0.21,474930,798.99,129.59375
sim,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.47,62790,4.01,3.61328125
ashk,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.25,320340,108.66,13.640625
ashk,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,4.33,31748,0.28,2.05078125
sim,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m20,0.05,0.001,1.04,274481,41.26,9.171875
ashk,pacbio,child,chr1,20,realigned,15,no_merged,no_downs,0.05,0.01,0.24,285150,18.72,4.875
ashk,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.67,35820,2.85,3.38671875
sim,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.04,440220,1162.26,114.65625
sim,pacbio,child,chr21,30,realigned,20,no_merged,no_downs,0.05,0.01,0.02,83370,30.78,15.5859375
sim,pacbio,child,chr21,25,realigned,15,no_merged,no_downs,0.05,0.0001,0.03,61860,25.65,11.87109375
sim,pacbio,child,chr21,60,realigned,20,no_merged,no_downs,0.05,0.001,0.42,89760,158.64,76.75390625
sim,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.64,98506,3.5,4.890625
ashk,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m20,0.05,0.1,2.25,405979,13.91,9.8203125
sim,pacbio,child,chr21,10,raw,15,no_merged,no_downs,0.05,0.01,0.66,76100,2.47,3.5390625
ashk,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.54,54930,16.29,8.83203125
sim,pacbio,child,chr21,5,realigned,20,no_merged,no_downs,0.05,0.1,0.30,35670,0.23,2.02734375
ashk,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.95,533642,19.09,6.1796875
sim,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.12,84860,294.93,92.37890625
ashk,pacbio,child,chr21,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,2.20,144071,4.64,4.875
sim,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.64,655489,207.7,69.68359375
sim,pacbio,child,chr21,15,realigned,20,no_merged,no_downs,0.05,0.0001,0.00,76170,243.19,97.61328125
ashk,pacbio,child,chr1,20,realigned,20,no_merged,no_downs,0.05,0.0001,0.24,357810,1289.17,133.91796875
sim,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.29,463798,1046.77,81.96484375
ashk,pacbio,child,chr1,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,4.49,118099,2.12,2.3359375
ashk,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.65,105270,2.71,2.765625
sim,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.00,78330,36.34,15.33203125
ashk,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.26,404940,6.27,3.1328125
sim,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.05,348750,928.61,112.41015625
sim,pacbio,child,chr1,40,realigned,20,no_merged,no_downs,0.05,0.01,0.21,474840,191.42,33.88671875
ashk,pacbio,child,chr1,60,realigned,20,no_merged,no_downs,0.05,0.001,0.23,376980,795.51,118.015625
sim,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.04,368700,451.38,44.0703125
ashk,pacbio,child,chr1,all,realigned,20,no_merged,no_downs,0.05,0.0001,0.23,376080,2013.24,279.62890625
ashk,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.09,91741,10.82,6.59375
sim,pacbio,child,chr21,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.56,102678,348.57,108.12109375
sim,pacbio,child,chr1,30,raw,20,no_merged,no_downs,0.05,0.01,0.32,542597,159.98,28.7890625
ashk,pacbio,child,chr1,50,raw,20,no_merged,no_downs,0.05,0.01,0.47,515147,200.63,43.25
sim,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.15,480301,7.58,3.34765625
ashk,pacbio,child,chr21,40,raw,15,no_merged,no_downs,0.05,0.0001,0.71,58082,25.35,12.2734375
sim,pacbio,child,chr21,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.43,115706,12.68,17.22265625
ashk,pacbio,child,chr1,all,raw,20,no_merged,no_downs,0.05,0.01,0.43,504526,180.11,33.24609375
sim,pacbio,child,chr1,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.24,389190,6.01,5.12890625
ashk,pacbio,child,chr1,30,realigned,15,no_merged,no_downs,0.05,0.1,0.24,309600,5.43,2.88671875
ashk,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.24,458130,549.75,50.56640625
sim,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.02,79200,2.57,7.56640625
sim,pacbio,child,chr1,50,raw,15,no_merged,no_downs,0.05,0.01,0.36,414210,17.81,6.44921875
ashk,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.55,81720,1051.72,340.18359375
ashk,pacbio,child,chr21,10,raw,15,no_merged,no_downs,0.05,0.1,2.36,88606,1.47,2.70703125
ashk,pacbio,child,chr1,60,raw,20,no_merged,no_downs,0.05,0.0001,0.41,435964,1895.7,266.09375
sim,pacbio,child,chr21,30,realigned,20,no_merged,no_downs,0.05,0.001,0.02,82260,129.44,51.40234375
ashk,pacbio,child,chr1,10,raw,25,no_merged,no_downs,0.05,0.0001,1.62,273724,142.66,49.953125
ashk,pacbio,child,chr21,40,realigned,20,no_merged,no_downs,0.05,0.01,0.55,68220,37.94,18.046875
sim,pacbio,child,chr1,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.99,522698,20.39,4.88671875
ashk,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,3.84,27922,0.43,2.17578125
ashk,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,1.32,158248,76.47,69.125
ashk,pacbio,child,chr1,15,raw,25,no_merged,no_downs,0.05,0.01,0.96,499264,230.53,105.33984375
sim,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.53,319312,27.18,5.3984375
sim,pacbio,child,chr21,60,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.43,65910,54.22,23.32421875
ashk,pacbio,child,chr21,30,realigned,15,no_merged,no_downs,0.05,0.1,0.55,58140,1.01,2.51171875
ashk,pacbio,child,chr21,15,realigned,15,no_merged,no_downs,0.05,0.1,0.53,59280,0.94,2.58203125
sim,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.09,194610,4.5,2.91796875
sim,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.01,67200,0.91,2.3203125
ashk,pacbio,child,chr21,30,raw,20,no_merged,no_downs,0.05,0.01,0.64,103262,34.08,22.8671875
sim,pacbio,child,chr1,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,1.02,236029,27.18,11.46484375
ashk,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.77,104655,727.14,238.71484375
ashk,pacbio,child,chr21,15,realigned,25,no_merged,no_downs,0.05,0.1,0.57,83610,12.23,89.41015625
ashk,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.43,101730,3.89,4.37109375
sim,pacbio,child,chr1,20,realigned,15,no_merged,no_downs,0.05,0.001,0.05,331800,55.8,8.5390625
sim,pacbio,child,chr1,10,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.14,285120,2.75,2.515625
sim,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.49,95586,591.85,173.6015625
sim,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.04,52380,18.72,10.01171875
ashk,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.85,649654,2556.82,182.51953125
ashk,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.55,54270,21.56,11.4765625
ashk,pacbio,child,chr1,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.26,371610,87.06,11.2109375
ashk,pacbio,child,chr1,30,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.94,451662,27.07,6.9921875
ashk,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.67,46620,6.61,6.21875
ashk,pacbio,child,chr21,5,realigned,20,no_merged,no_downs,0.05,0.0001,0.71,23190,1.09,2.69921875
ashk,pacbio,child,chr21,25,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.54,77460,735.4,233.58984375
ashk,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.31,178650,9.91,3.74609375
sim,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.42,135667,25.88,28.92578125
ashk,pacbio,child,chr21,30,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.55,89280,7.02,5.78515625
sim,pacbio,child,chr1,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.46,103680,2.15,2.23046875
ashk,pacbio,child,chr1,10,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.35,255690,3.96,3.25
ashk,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.06,456210,151.88,16.1953125
sim,pacbio,child,chr21,10,raw,20,no_merged,no_downs,0.05,0.01,0.61,83439,7.91,12.63671875
ashk,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.59,95370,4.06,10.33203125
ashk,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.84,454838,670.02,104.12109375
sim,pacbio,child,chr1,10,realigned,15,no_merged,no_downs,0.05,0.01,0.09,237090,7.93,3.23046875
sim,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.58,367419,185.58,24.7421875
sim,pacbio,child,chr21,40,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.62,87118,5.34,4.40234375
sim,pacbio,child,chr1,20,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.36,463524,586.07,51.84375
sim,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.13,96785,154.01,63.1640625
sim,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.43,60690,4.26,4.08984375
sim,pacbio,child,chr21,25,raw,15,no_merged,no_downs,0.05,0.1,0.37,99282,2.35,3.859375
sim,pacbio,child,chr1,40,raw,20,no_merged,no_downs,0.05,0.001,0.35,481277,685.45,103.7890625
ashk,pacbio,child,chr1,10,raw,15,no_merged,no_downs,0.05,0.0001,1.62,259963,38.56,7.4140625
sim,pacbio,child,chr21,5,realigned,25,no_merged,no_downs,0.05,0.01,0.17,29280,0.44,2.203125
ashk,pacbio,child,chr21,5,raw,25,no_merged,no_downs,0.05,0.01,4.23,35058,0.36,2.15625
sim,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.30,70468,20.47,9.03515625
sim,pacbio,child,chr21,5,raw,N,no_merged,downs_s1_m20,0.05,0.001,2.00,32285,0.93,2.71875
sim,pacbio,child,chr1,40,realigned,20,no_merged,no_downs,0.05,0.0001,0.21,463500,2094.95,287.30859375
sim,pacbio,child,chr21,5,realigned,15,no_merged,no_downs,0.05,0.0001,0.13,29040,1.41,3.234375
sim,pacbio,child,chr21,5,realigned,25,no_merged,no_downs,0.05,0.0001,0.13,29040,1.52,3.4921875
sim,pacbio,child,chr1,60,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.23,360450,112.05,18.49609375
ashk,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,1.04,362334,228.65,41.1640625
ashk,pacbio,child,chr21,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,2.08,71948,1.89,3.50390625
sim,pacbio,child,chr21,all,raw,20,no_merged,no_downs,0.05,0.1,0.29,133666,34.03,31.7109375
sim,pacbio,child,chr21,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.01,55200,9.86,6.3359375
ashk,pacbio,child,chr21,25,realigned,20,no_merged,no_downs,0.05,0.001,0.54,72630,132.87,52.7109375
sim,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.32,73094,12.65,7.14453125
sim,pacbio,child,chr21,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.02,66030,213.86,78.6640625
sim,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.88,101492,3.25,3.87109375
ashk,pacbio,child,chr1,60,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.23,456360,2336.6,220.90625
ashk,pacbio,child,chr1,10,raw,25,no_merged,no_downs,0.05,0.1,2.24,407363,19.79,26.69140625
sim,pacbio,child,chr21,25,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.27,88470,4.71,4.15625
ashk,pacbio,child,chr21,20,raw,15,no_merged,no_downs,0.05,0.001,0.75,67171,9.13,6.390625
sim,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.01,49680,17.94,9.28515625
ashk,pacbio,child,chr1,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,4.49,118099,2.26,2.3359375
ashk,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.23,414840,10.98,5.39453125
sim,pacbio,child,chr21,10,realigned,20,no_merged,no_downs,0.05,0.001,0.04,56190,24.61,21.05078125
ashk,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.55,54930,3.3,3.85546875
sim,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.27,88470,4.7,4.17578125
sim,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.16,88341,191.5,87.9609375
ashk,pacbio,child,chr21,10,raw,15,no_merged,no_downs,0.05,0.01,1.74,73838,2.05,3.40625
sim,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.19,94618,152.36,67.6640625
ashk,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.57,63510,25.28,11.96484375
ashk,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m20,0.05,0.001,1.55,282079,49.47,16.4609375
sim,pacbio,child,chr21,10,raw,15,no_merged,no_downs,0.05,0.1,0.87,87001,1.66,3.81640625
sim,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.43,77490,158.03,49.078125
sim,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.49,367058,39.57,6.484375
ashk,pacbio,child,chr1,60,realigned,20,no_merged,no_downs,0.05,0.1,0.23,427320,14.48,5.859375
ashk,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.94,77878,43.07,15.97265625
ashk,pacbio,child,chr21,10,raw,15,no_merged,no_downs,0.05,0.001,1.58,60826,5.2,4.66796875
sim,pacbio,child,chr21,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.55,53097,7.48,6.1640625
sim,pacbio,child,chr1,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.22,441510,2472.9,178.01171875
ashk,pacbio,child,chr1,5,raw,25,no_merged,no_downs,0.05,0.01,4.55,138622,1.39,2.37109375
sim,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.43,89190,2.71,3.94921875
ashk,pacbio,child,chr21,25,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.96,138162,67.49,72.94140625
ashk,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.61,63780,35.59,10.29296875
sim,pacbio,child,chr21,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.01,55200,9.86,6.33203125
sim,pacbio,child,chr21,10,realigned,20,no_merged,no_downs,0.05,0.1,0.05,71160,1.27,2.828125
sim,pacbio,child,chr21,40,realigned,15,no_merged,no_downs,0.05,0.1,0.42,80250,1.09,2.59765625
sim,pacbio,child,chr1,25,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.59,425107,22.6,5.40625
sim,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.04,52380,8.76,6.41015625
sim,pacbio,child,chr21,40,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.78,100818,3.17,3.890625
ashk,pacbio,child,chr21,60,raw,15,no_merged,no_downs,0.05,0.1,0.71,87378,2.06,3.90234375
ashk,pacbio,child,chr21,5,raw,20,no_merged,no_downs,0.05,0.001,3.63,29734,0.65,2.453125
sim,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m20,0.05,0.0001,1.01,265474,96.84,17.16015625
sim,pacbio,child,chr1,all,realigned,15,no_merged,no_downs,0.05,0.001,0.04,337350,56.83,9.078125
ashk,pacbio,child,chr21,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.70,53943,6.35,5.04296875
ashk,pacbio,child,chr1,60,realigned,15,no_merged,no_downs,0.05,0.01,0.23,284790,20.15,6.6171875
sim,pacbio,child,chr21,30,realigned,20,no_merged,no_downs,0.05,0.0001,0.02,82110,338.74,119.57421875
sim,pacbio,child,chr1,60,realigned,15,no_merged,no_downs,0.05,0.1,0.21,401400,5.47,3.765625
ashk,pacbio,child,chr21,60,realigned,15,no_merged,no_downs,0.05,0.0001,0.56,49650,28.93,13.765625
ashk,pacbio,child,chr21,all,realigned,20,no_merged,no_downs,0.05,0.001,0.56,67800,147.29,63.625
sim,pacbio,child,chr1,50,realigned,15,no_merged,no_downs,0.05,0.001,0.21,357870,61.87,14.07421875
ashk,pacbio,child,chr1,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.64,613647,15.87,4.68359375
sim,pacbio,child,chr21,40,realigned,15,no_merged,no_downs,0.05,0.0001,0.42,67680,29.32,16.0859375
sim,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.08,190590,17.49,5.8359375
sim,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.08,352110,5.37,2.90234375
sim,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.78,107275,2.62,4.62890625
sim,pacbio,child,chr1,15,raw,20,no_merged,no_downs,0.05,0.001,0.46,395807,235.45,38.26953125
sim,pacbio,child,chr1,60,raw,20,no_merged,no_downs,0.05,0.0001,0.32,463005,1895.29,265.5625
sim,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.04,41790,1.4,2.9375
ashk,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.24,420210,1552.88,137.7578125
ashk,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,3.84,27922,0.43,2.171875
sim,pacbio,child,chr1,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,3.47,117967,2.03,2.30859375
ashk,pacbio,child,chr1,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,5.95,183907,2.01,2.28125
sim,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.89,525499,10.58,4.19140625
sim,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.62,710373,258.34,45.28125
ashk,pacbio,child,chr1,10,raw,20,no_merged,no_downs,0.05,0.0001,1.62,272706,102.88,26.43359375
sim,pacbio,child,chr1,30,realigned,15,no_merged,no_downs,0.05,0.1,0.04,372150,5.17,3.11328125
sim,pacbio,child,chr1,15,realigned,20,no_merged,no_downs,0.05,0.1,0.07,396570,9.36,3.8203125
ashk,pacbio,child,chr1,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.25,280560,46.37,7.76171875
ashk,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,1.35,154458,45.29,33.59765625
sim,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.43,60450,29.54,13.234375
sim,pacbio,child,chr21,5,realigned,20,no_merged,no_downs,0.05,0.001,0.13,29040,0.98,2.71484375
sim,pacbio,child,chr21,20,raw,25,no_merged,no_downs,0.05,0.01,0.20,138213,242.71,139.12109375
ashk,pacbio,child,chr1,25,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.23,444180,30.15,25.42578125
sim,pacbio,child,chr1,25,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.49,372304,65.19,8.7578125
ashk,pacbio,child,chr1,20,realigned,20,no_merged,no_downs,0.05,0.1,0.24,396030,15.1,6.3984375
ashk,pacbio,child,chr1,5,raw,N,no_merged,downs_s1_m15,0.05,0.0001,4.46,123403,3.57,3.4375
ashk,pacbio,child,chr1,all,raw,15,no_merged,no_downs,0.05,0.0001,0.45,314954,128.06,23.875
sim,pacbio,child,chr1,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.46,103710,1.53,2.22265625
sim,pacbio,child,chr21,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.58,122824,3.31,4.68359375
sim,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.04,302790,51.98,8.05078125
