                      #dataset	raw/realigned	whatshap_downsample	             merging	random_downsample	epsilon_alpha	time(secs)	mem(kB)	swerr(%)	
  ashk.pacbio.child.chr1.cov10	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     20.84	   6704	    1.68	
  sim.pacbio.child.chr21.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     19.67	  10912	    0.02	
  sim.pacbio.child.chr21.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      2.54	   7748	    0.02	
  sim.pacbio.child.chr21.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     25.65	   9744	    0.83	
  sim.pacbio.child.chr21.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     10.50	   5688	    0.88	
  sim.pacbio.child.chr21.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.87	   3984	    1.12	
  sim.pacbio.child.chr21.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      2.94	   3408	    1.41	
  sim.pacbio.child.chr21.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    339.52	 125580	    0.51	
  sim.pacbio.child.chr21.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    123.16	  66436	    0.56	
  sim.pacbio.child.chr21.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     44.74	  38524	    0.70	
  sim.pacbio.child.chr21.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     51.31	  48244	    0.85	
  sim.pacbio.child.chr21.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     29.35	  13552	    0.43	
  sim.pacbio.child.chr21.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     12.25	   7668	    0.43	
  sim.pacbio.child.chr21.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      4.23	   4188	    0.43	
  sim.pacbio.child.chr21.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      1.02	   2564	    0.42	
  sim.pacbio.child.chr21.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    426.12	 152996	    0.44	
  sim.pacbio.child.chr21.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    153.93	  64368	    0.44	
  sim.pacbio.child.chr21.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     39.18	  19188	    0.44	
  sim.pacbio.child.chr21.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      2.69	   4044	    0.43	
  sim.pacbio.child.chr21.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     25.77	  12448	    0.79	
  sim.pacbio.child.chr21.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     10.46	   7368	    0.94	
  sim.pacbio.child.chr21.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.88	   5664	    1.23	
  sim.pacbio.child.chr21.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      3.19	   4796	    1.58	
  sim.pacbio.child.chr21.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    346.09	 110716	    0.56	
  sim.pacbio.child.chr21.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    124.74	  50844	    0.60	
  sim.pacbio.child.chr21.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     45.38	  37180	    0.80	
  sim.pacbio.child.chr21.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     48.23	  38360	    0.92	
  sim.pacbio.child.chr21.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     29.93	  11424	    0.47	
  sim.pacbio.child.chr21.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     12.36	   6336	    0.47	
  sim.pacbio.child.chr21.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.97	   3700	    0.47	
  sim.pacbio.child.chr21.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      1.02	   2388	    0.44	
  sim.pacbio.child.chr21.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    431.20	 117460	    0.43	
  sim.pacbio.child.chr21.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    157.38	  50256	    0.43	
  sim.pacbio.child.chr21.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     39.69	  15116	    0.43	
  sim.pacbio.child.chr21.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      2.77	   4344	    0.43	
   sim.pacbio.child.chr21.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	      0.68	   2516	    1.98	
   sim.pacbio.child.chr21.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      0.46	   2256	    2.05	
   sim.pacbio.child.chr21.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      0.27	   2152	    2.33	
   sim.pacbio.child.chr21.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.22	   2148	    3.57	
   sim.pacbio.child.chr21.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	      0.71	   2516	    1.98	
   sim.pacbio.child.chr21.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	      0.43	   2260	    2.05	
   sim.pacbio.child.chr21.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	      0.28	   2152	    2.33	
   sim.pacbio.child.chr21.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      0.22	   2148	    3.57	
   sim.pacbio.child.chr21.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	      0.59	   2256	    0.13	
   sim.pacbio.child.chr21.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      0.42	   2256	    0.13	
   sim.pacbio.child.chr21.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      0.25	   2064	    0.17	
   sim.pacbio.child.chr21.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.15	   2040	    0.32	
   sim.pacbio.child.chr21.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	      0.62	   2256	    0.13	
   sim.pacbio.child.chr21.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	      0.44	   2260	    0.13	
   sim.pacbio.child.chr21.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	      0.24	   2092	    0.17	
   sim.pacbio.child.chr21.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      0.17	   2040	    0.32	
  sim.pacbio.child.chr21.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     25.70	  12448	    0.79	
  sim.pacbio.child.chr21.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     10.44	   7368	    0.94	
  sim.pacbio.child.chr21.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.88	   5660	    1.23	
  sim.pacbio.child.chr21.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      3.23	   4792	    1.58	
  sim.pacbio.child.chr21.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    346.91	 110716	    0.56	
  sim.pacbio.child.chr21.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    124.74	  50844	    0.60	
  sim.pacbio.child.chr21.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     45.34	  37384	    0.80	
  sim.pacbio.child.chr21.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     48.25	  38724	    0.92	
  sim.pacbio.child.chr21.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     29.95	  11296	    0.47	
  sim.pacbio.child.chr21.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     12.37	   6340	    0.47	
  sim.pacbio.child.chr21.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.98	   3668	    0.47	
  sim.pacbio.child.chr21.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      1.03	   2384	    0.44	
  sim.pacbio.child.chr21.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    431.54	 117652	    0.43	
  sim.pacbio.child.chr21.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    156.67	  50464	    0.43	
  sim.pacbio.child.chr21.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     39.76	  15112	    0.43	
  sim.pacbio.child.chr21.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      2.81	   4344	    0.43	
 sim.pacbio.child.chr21.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     20.40	   9324	    0.30	
 sim.pacbio.child.chr21.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      8.59	   5776	    0.36	
 sim.pacbio.child.chr21.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.13	   4028	    0.55	
 sim.pacbio.child.chr21.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      2.35	   4740	    0.78	
 sim.pacbio.child.chr21.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    191.42	  87264	    0.13	
 sim.pacbio.child.chr21.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	     71.31	  37836	    0.16	
 sim.pacbio.child.chr21.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     25.95	  20152	    0.24	
 sim.pacbio.child.chr21.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     25.64	  29596	    0.42	
 sim.pacbio.child.chr21.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     22.92	  11152	    0.01	
 sim.pacbio.child.chr21.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      9.76	   6488	    0.01	
 sim.pacbio.child.chr21.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.27	   3660	    0.01	
 sim.pacbio.child.chr21.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.88	   2376	    0.01	
 sim.pacbio.child.chr21.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    210.94	  80552	    0.02	
 sim.pacbio.child.chr21.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	     78.89	  34636	    0.02	
 sim.pacbio.child.chr21.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     19.91	  10912	    0.02	
 sim.pacbio.child.chr21.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      2.54	   7680	    0.02	
