                                                                         #dataset/params     mec  hapchat
                         sim.pacbio.child.chr1.covall.realigned.hN.downs_s1_m20.05_00001  438870   438870
                          sim.pacbio.child.chr1.covall.realigned.hN.downs_s1_m20.05_0001  438870   439230
                           sim.pacbio.child.chr1.covall.realigned.hN.downs_s1_m20.05_001  438870   440220
                            sim.pacbio.child.chr1.covall.realigned.hN.downs_s1_m20.05_01  438870   444930
                             sim.pacbio.child.chr1.covall.realigned.hN.downs_s1_m20.05_1  438960   484980
    sim.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  302490   302490
     sim.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  302490   302490
      sim.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  302490   302790
       sim.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  302580   307530
        sim.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  302790   354750
    sim.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  367560   367560
     sim.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  367560   367770
      sim.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  367590   368700
       sim.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  367650   373350
        sim.pacbio.child.chr1.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  367980   420120
                                           sim.pacbio.child.chr21.cov10.raw.h15.05_00001   58028    58052
                                            sim.pacbio.child.chr21.cov10.raw.h15.05_0001   58048    58619
                                             sim.pacbio.child.chr21.cov10.raw.h15.05_001   58188    62069
                                              sim.pacbio.child.chr21.cov10.raw.h15.05_01   58801    76100
                                               sim.pacbio.child.chr21.cov10.raw.h15.05_1   59536    87001
                                           sim.pacbio.child.chr21.cov10.raw.h20.05_00001   64005    64142
                                            sim.pacbio.child.chr21.cov10.raw.h20.05_0001   64029    64967
                                             sim.pacbio.child.chr21.cov10.raw.h20.05_001   64183    69512
                                              sim.pacbio.child.chr21.cov10.raw.h20.05_01   64680    83439
                                               sim.pacbio.child.chr21.cov10.raw.h20.05_1   65298    97411
                               sim.pacbio.child.chr21.cov10.raw.hN.downs_s1_m15.05_00001   57805    57806
                                sim.pacbio.child.chr21.cov10.raw.hN.downs_s1_m15.05_0001   57825    57998
                                 sim.pacbio.child.chr21.cov10.raw.hN.downs_s1_m15.05_001   57914    61620
                                  sim.pacbio.child.chr21.cov10.raw.hN.downs_s1_m15.05_01   58727    76819
                                   sim.pacbio.child.chr21.cov10.raw.hN.downs_s1_m15.05_1   59159    88908
                               sim.pacbio.child.chr21.cov10.raw.hN.downs_s1_m20.05_00001   64085    64230
                                sim.pacbio.child.chr21.cov10.raw.hN.downs_s1_m20.05_0001   64123    65013
                                 sim.pacbio.child.chr21.cov10.raw.hN.downs_s1_m20.05_001   64263    69058
                                  sim.pacbio.child.chr21.cov10.raw.hN.downs_s1_m20.05_01   64719    85150
                                   sim.pacbio.child.chr21.cov10.raw.hN.downs_s1_m20.05_1   65349    97145
          sim.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   52765    52801
           sim.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   52783    53097
            sim.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   52875    55987
             sim.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   54299    71135
              sim.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   55127    86081
          sim.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   55122    55263
           sim.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   55128    55973
            sim.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   55152    59575
             sim.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   57644    74794
              sim.pacbio.child.chr21.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   57204    89303
                                     sim.pacbio.child.chr21.cov10.realigned.h15.05_00001   51720    51720
                                      sim.pacbio.child.chr21.cov10.realigned.h15.05_0001   51720    51720
                                       sim.pacbio.child.chr21.cov10.realigned.h15.05_001   51720    51720
                                        sim.pacbio.child.chr21.cov10.realigned.h15.05_01   51720    52230
                                         sim.pacbio.child.chr21.cov10.realigned.h15.05_1   51720    68700
                                     sim.pacbio.child.chr21.cov10.realigned.h20.05_00001   56190    56190
                                      sim.pacbio.child.chr21.cov10.realigned.h20.05_0001   56190    56190
                                       sim.pacbio.child.chr21.cov10.realigned.h20.05_001   56190    56190
                                        sim.pacbio.child.chr21.cov10.realigned.h20.05_01   56190    56850
                                         sim.pacbio.child.chr21.cov10.realigned.h20.05_1   56190    71160
                         sim.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m15.05_00001   52380    52380
                          sim.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m15.05_0001   52380    52380
                           sim.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m15.05_001   52380    52380
                            sim.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m15.05_01   52380    52830
                             sim.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m15.05_1   52380    68700
                         sim.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m20.05_00001   56580    56580
                          sim.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m20.05_0001   56580    56580
                           sim.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m20.05_001   56580    56790
                            sim.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m20.05_01   56580    57600
                             sim.pacbio.child.chr21.cov10.realigned.hN.downs_s1_m20.05_1   56580    72240
    sim.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   40710    40710
     sim.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   40710    40710
      sim.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   40710    40710
       sim.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   40710    41790
        sim.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   40710    58200
    sim.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   41730    41730
     sim.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   41730    41730
      sim.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   41730    41940
       sim.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   41730    43020
        sim.pacbio.child.chr21.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   41730    60330
                                           sim.pacbio.child.chr21.cov15.raw.h15.05_00001   64483    64818
                                            sim.pacbio.child.chr21.cov15.raw.h15.05_0001   64484    65773
                                             sim.pacbio.child.chr21.cov15.raw.h15.05_001   64529    71083
                                              sim.pacbio.child.chr21.cov15.raw.h15.05_01   64735    83623
                                               sim.pacbio.child.chr21.cov15.raw.h15.05_1   65219   102876
                                           sim.pacbio.child.chr21.cov15.raw.h20.05_00001   82498    83189
                                            sim.pacbio.child.chr21.cov15.raw.h20.05_0001   82505    84627
                                             sim.pacbio.child.chr21.cov15.raw.h20.05_001   82506    91292
                                              sim.pacbio.child.chr21.cov15.raw.h20.05_01   83032   107532
                                               sim.pacbio.child.chr21.cov15.raw.h20.05_1   82876   133988
                               sim.pacbio.child.chr21.cov15.raw.hN.downs_s1_m15.05_00001   65441    65507
                                sim.pacbio.child.chr21.cov15.raw.hN.downs_s1_m15.05_0001   65447    66358
                                 sim.pacbio.child.chr21.cov15.raw.hN.downs_s1_m15.05_001   65518    70987
                                  sim.pacbio.child.chr21.cov15.raw.hN.downs_s1_m15.05_01   65989    85125
                                   sim.pacbio.child.chr21.cov15.raw.hN.downs_s1_m15.05_1   66208    99584
                               sim.pacbio.child.chr21.cov15.raw.hN.downs_s1_m20.05_00001   82577    83158
                                sim.pacbio.child.chr21.cov15.raw.hN.downs_s1_m20.05_0001   82577    84860
                                 sim.pacbio.child.chr21.cov15.raw.hN.downs_s1_m20.05_001   82700    92634
                                  sim.pacbio.child.chr21.cov15.raw.hN.downs_s1_m20.05_01   82959   105276
                                   sim.pacbio.child.chr21.cov15.raw.hN.downs_s1_m20.05_1   83337   129158
          sim.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   64194    64338
           sim.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   64238    65460
            sim.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   64281    69993
             sim.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   65149    88361
              sim.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   66012   104718
          sim.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   74219    74550
           sim.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   74229    75784
            sim.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   74229    81301
             sim.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   75162   105917
              sim.pacbio.child.chr21.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   75309   115706
                                     sim.pacbio.child.chr21.cov15.realigned.h15.05_00001   61440    61440
                                      sim.pacbio.child.chr21.cov15.realigned.h15.05_0001   61440    61440
                                       sim.pacbio.child.chr21.cov15.realigned.h15.05_001   61440    61440
                                        sim.pacbio.child.chr21.cov15.realigned.h15.05_01   61440    62010
                                         sim.pacbio.child.chr21.cov15.realigned.h15.05_1   61440    80250
                                     sim.pacbio.child.chr21.cov15.realigned.h20.05_00001   76170    76170
                                      sim.pacbio.child.chr21.cov15.realigned.h20.05_0001   76170    76170
                                       sim.pacbio.child.chr21.cov15.realigned.h20.05_001   76170    76170
                                        sim.pacbio.child.chr21.cov15.realigned.h20.05_01   76170    77190
                                         sim.pacbio.child.chr21.cov15.realigned.h20.05_1   76170    87510
                         sim.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m15.05_00001   59940    60030
                          sim.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m15.05_0001   59940    60300
                           sim.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m15.05_001   59970    60510
                            sim.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m15.05_01   59940    60870
                             sim.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m15.05_1   59940    66600
                         sim.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m20.05_00001   75630    75720
                          sim.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m20.05_0001   75630    75720
                           sim.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m20.05_001   75630    75990
                            sim.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m20.05_01   75630    78330
                             sim.pacbio.child.chr21.cov15.realigned.hN.downs_s1_m20.05_1   75630    86400
    sim.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   49680    49680
     sim.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   49680    49680
      sim.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   49680    49680
       sim.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   49680    50160
        sim.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   49680    61590
    sim.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   55650    55650
     sim.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   55650    55650
      sim.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   55650    55650
       sim.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   55650    56130
        sim.pacbio.child.chr21.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   55650    67860
                                           sim.pacbio.child.chr21.cov20.raw.h15.05_00001   64259    64370
                                            sim.pacbio.child.chr21.cov20.raw.h15.05_0001   64283    65358
                                             sim.pacbio.child.chr21.cov20.raw.h15.05_001   64307    69922
                                              sim.pacbio.child.chr21.cov20.raw.h15.05_01   64347    84636
                                               sim.pacbio.child.chr21.cov20.raw.h15.05_1   64973   100379
                                           sim.pacbio.child.chr21.cov20.raw.h20.05_00001   85508    86078
                                            sim.pacbio.child.chr21.cov20.raw.h20.05_0001   85508    87766
                                             sim.pacbio.child.chr21.cov20.raw.h20.05_001   85507    92099
                                              sim.pacbio.child.chr21.cov20.raw.h20.05_01   85563   111384
                                               sim.pacbio.child.chr21.cov20.raw.h20.05_1   85778   132910
                               sim.pacbio.child.chr21.cov20.raw.hN.downs_s1_m15.05_00001   67457    67479
                                sim.pacbio.child.chr21.cov20.raw.hN.downs_s1_m15.05_0001   67483    68407
                                 sim.pacbio.child.chr21.cov20.raw.hN.downs_s1_m15.05_001   67567    73094
                                  sim.pacbio.child.chr21.cov20.raw.hN.downs_s1_m15.05_01   68136    87775
                                   sim.pacbio.child.chr21.cov20.raw.hN.downs_s1_m15.05_1   68530   102631
                               sim.pacbio.child.chr21.cov20.raw.hN.downs_s1_m20.05_00001   88319    88881
                                sim.pacbio.child.chr21.cov20.raw.hN.downs_s1_m20.05_0001   88334    90436
                                 sim.pacbio.child.chr21.cov20.raw.hN.downs_s1_m20.05_001   88614    96785
                                  sim.pacbio.child.chr21.cov20.raw.hN.downs_s1_m20.05_01   88697   112712
                                   sim.pacbio.child.chr21.cov20.raw.hN.downs_s1_m20.05_1   89018   135429
          sim.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   70106    70147
           sim.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   70296    72416
            sim.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   70489    79544
             sim.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   71618    98506
              sim.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   73582   112759
          sim.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   86021    86406
           sim.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   86083    88341
            sim.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   86447    99009
             sim.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   87636   123809
              sim.pacbio.child.chr21.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   88046   140633
                                     sim.pacbio.child.chr21.cov20.realigned.h15.05_00001   62400    62400
                                      sim.pacbio.child.chr21.cov20.realigned.h15.05_0001   62400    62400
                                       sim.pacbio.child.chr21.cov20.realigned.h15.05_001   62400    62460
                                        sim.pacbio.child.chr21.cov20.realigned.h15.05_01   62400    63150
                                         sim.pacbio.child.chr21.cov20.realigned.h15.05_1   62400    76590
                                     sim.pacbio.child.chr21.cov20.realigned.h20.05_00001   82470    82470
                                      sim.pacbio.child.chr21.cov20.realigned.h20.05_0001   82470    82470
                                       sim.pacbio.child.chr21.cov20.realigned.h20.05_001   82470    82470
                                        sim.pacbio.child.chr21.cov20.realigned.h20.05_01   82470    83310
                                         sim.pacbio.child.chr21.cov20.realigned.h20.05_1   82470    95970
                         sim.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m15.05_00001   63720    63720
                          sim.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m15.05_0001   63720    63720
                           sim.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m15.05_001   63720    63810
                            sim.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m15.05_01   63720    64380
                             sim.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m15.05_1   63720    72840
                         sim.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m20.05_00001   83130    83130
                          sim.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m20.05_0001   83130    83340
                           sim.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m20.05_001   83130    83790
                            sim.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m20.05_01   83130    84600
                             sim.pacbio.child.chr21.cov20.realigned.hN.downs_s1_m20.05_1   83340    99270
    sim.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   54120    54120
     sim.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   54120    54120
      sim.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   54120    54120
       sim.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   54120    54990
        sim.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   54120    69300
    sim.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   65160    65160
     sim.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   65160    65160
      sim.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   65160    65370
       sim.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   65160    66300
        sim.pacbio.child.chr21.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   65160    81000
                                           sim.pacbio.child.chr21.cov25.raw.h15.05_00001   63784    63866
                                            sim.pacbio.child.chr21.cov25.raw.h15.05_0001   63808    64851
                                             sim.pacbio.child.chr21.cov25.raw.h15.05_001   63821    69089
                                              sim.pacbio.child.chr21.cov25.raw.h15.05_01   63877    83705
                                               sim.pacbio.child.chr21.cov25.raw.h15.05_1   64283    99282
                                           sim.pacbio.child.chr21.cov25.raw.h20.05_00001   85869    86561
                                            sim.pacbio.child.chr21.cov25.raw.h20.05_0001   85869    88376
                                             sim.pacbio.child.chr21.cov25.raw.h20.05_001   85874    92807
                                              sim.pacbio.child.chr21.cov25.raw.h20.05_01   85923   111349
                                               sim.pacbio.child.chr21.cov25.raw.h20.05_1   86107   133666
                               sim.pacbio.child.chr21.cov25.raw.hN.downs_s1_m15.05_00001   67416    67477
                                sim.pacbio.child.chr21.cov25.raw.hN.downs_s1_m15.05_0001   67416    67926
                                 sim.pacbio.child.chr21.cov25.raw.hN.downs_s1_m15.05_001   67478    74414
                                  sim.pacbio.child.chr21.cov25.raw.hN.downs_s1_m15.05_01   67511    88470
                                   sim.pacbio.child.chr21.cov25.raw.hN.downs_s1_m15.05_1   68489   103706
                               sim.pacbio.child.chr21.cov25.raw.hN.downs_s1_m20.05_00001   87932    88236
                                sim.pacbio.child.chr21.cov25.raw.hN.downs_s1_m20.05_0001   87932    89287
                                 sim.pacbio.child.chr21.cov25.raw.hN.downs_s1_m20.05_001   87938    94618
                                  sim.pacbio.child.chr21.cov25.raw.hN.downs_s1_m20.05_01   88079   112905
                                   sim.pacbio.child.chr21.cov25.raw.hN.downs_s1_m20.05_1   88791   131692
          sim.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   69186    69277
           sim.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   69224    70468
            sim.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   69416    74464
             sim.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   70944    95457
              sim.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   71651   107275
          sim.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   86154    86758
           sim.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   86154    88100
            sim.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   86276    97157
             sim.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   86931   120718
              sim.pacbio.child.chr21.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   87393   135667
                                     sim.pacbio.child.chr21.cov25.realigned.h15.05_00001   61860    61860
                                      sim.pacbio.child.chr21.cov25.realigned.h15.05_0001   61860    61860
                                       sim.pacbio.child.chr21.cov25.realigned.h15.05_001   61860    61920
                                        sim.pacbio.child.chr21.cov25.realigned.h15.05_01   61860    62730
                                         sim.pacbio.child.chr21.cov25.realigned.h15.05_1   61860    75270
                                     sim.pacbio.child.chr21.cov25.realigned.h20.05_00001   82110    82110
                                      sim.pacbio.child.chr21.cov25.realigned.h20.05_0001   82110    82110
                                       sim.pacbio.child.chr21.cov25.realigned.h20.05_001   82110    82260
                                        sim.pacbio.child.chr21.cov25.realigned.h20.05_01   82110    83370
                                         sim.pacbio.child.chr21.cov25.realigned.h20.05_1   82110    94650
                         sim.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m15.05_00001   62670    62670
                          sim.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m15.05_0001   62670    62670
                           sim.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m15.05_001   62700    62850
                            sim.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m15.05_01   62700    63840
                             sim.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m15.05_1   62880    71280
                         sim.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m20.05_00001   82440    82440
                          sim.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m20.05_0001   82440    82530
                           sim.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m20.05_001   82470    82650
                            sim.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m20.05_01   82470    84270
                             sim.pacbio.child.chr21.cov25.realigned.hN.downs_s1_m20.05_1   82440    95250
    sim.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   54990    54990
     sim.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   54990    54990
      sim.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   54990    55200
       sim.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   54990    55620
        sim.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   54990    67200
    sim.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   66030    66030
     sim.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   66030    66030
      sim.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   66030    66240
       sim.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   66030    67140
        sim.pacbio.child.chr21.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   66030    79200
                                           sim.pacbio.child.chr21.cov30.raw.h15.05_00001   63784    63866
                                            sim.pacbio.child.chr21.cov30.raw.h15.05_0001   63808    64851
                                             sim.pacbio.child.chr21.cov30.raw.h15.05_001   63821    69089
                                              sim.pacbio.child.chr21.cov30.raw.h15.05_01   63877    83705
                                               sim.pacbio.child.chr21.cov30.raw.h15.05_1   64283    99282
                                           sim.pacbio.child.chr21.cov30.raw.h20.05_00001   85869    86561
                                            sim.pacbio.child.chr21.cov30.raw.h20.05_0001   85869    88376
                                             sim.pacbio.child.chr21.cov30.raw.h20.05_001   85874    92807
                                              sim.pacbio.child.chr21.cov30.raw.h20.05_01   85923   111349
                                               sim.pacbio.child.chr21.cov30.raw.h20.05_1   86107   133666
                               sim.pacbio.child.chr21.cov30.raw.hN.downs_s1_m15.05_00001   67416    67477
                                sim.pacbio.child.chr21.cov30.raw.hN.downs_s1_m15.05_0001   67416    67926
                                 sim.pacbio.child.chr21.cov30.raw.hN.downs_s1_m15.05_001   67478    74414
                                  sim.pacbio.child.chr21.cov30.raw.hN.downs_s1_m15.05_01   67511    88470
                                   sim.pacbio.child.chr21.cov30.raw.hN.downs_s1_m15.05_1   68489   103706
                               sim.pacbio.child.chr21.cov30.raw.hN.downs_s1_m20.05_00001   87932    88236
                                sim.pacbio.child.chr21.cov30.raw.hN.downs_s1_m20.05_0001   87932    89287
                                 sim.pacbio.child.chr21.cov30.raw.hN.downs_s1_m20.05_001   87938    94618
                                  sim.pacbio.child.chr21.cov30.raw.hN.downs_s1_m20.05_01   88079   112905
                                   sim.pacbio.child.chr21.cov30.raw.hN.downs_s1_m20.05_1   88791   131692
          sim.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   69186    69277
           sim.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   69224    70468
            sim.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   69416    74464
             sim.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   70944    95457
              sim.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   71651   107275
          sim.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   86154    86758
           sim.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   86154    88100
            sim.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   86276    97157
             sim.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   86931   120718
              sim.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   87393   135667
                                     sim.pacbio.child.chr21.cov30.realigned.h15.05_00001   61860    61860
                                      sim.pacbio.child.chr21.cov30.realigned.h15.05_0001   61860    61860
                                       sim.pacbio.child.chr21.cov30.realigned.h15.05_001   61860    61920
                                        sim.pacbio.child.chr21.cov30.realigned.h15.05_01   61860    62730
                                         sim.pacbio.child.chr21.cov30.realigned.h15.05_1   61860    75270
