Tool,Data,Technology,Individual,Chr,MeanCov,RawRealigned,WhDowns,WhDownsTimeSec,Merge,MergeE,MergeM,MergeT,MergeN,MergeTimeSec,MergeMaxMemMB,RndDowns,RndDownsSeed,RndDownsMaxCov,RndDownsTimeSec,RndDownsMaxMemMB,FurtherMerging,Epsilon,Alpha,BalThr,BalRatio,SwErrRatePerc,HamDistPerc,MecScore,PhasTimeSec,PhasMaxMemMB,CleanFinish,FeasibleSoln
HapChat,ashk,pacbio,child,chr21,25,realigned,20,7.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.39641,1.19747,70470,33.41,17.1875,yes,yes
HapChat,sim,pacbio,child,chr1,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,19.88,176.62890625,no,0.05,0.1,N,0,0.02611,0.23794,455610,18.82,7.23828125,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,20,33.3,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.28799,1.68220,300870,10.59,3.96875,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,30,50.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.05680,0.49136,480840,142.42000000000002,92.61328125,yes,yes
HapChat,ashk,pacbio,child,chr21,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,4.51,43.69921875,no,0.05,0.1,N,0,0.41890,1.76152,89220,25.8,47.65234375,yes,yes
HapChat,ashk,pacbio,child,chr1,55,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,28.78,268.75390625,no,0.05,0.01,N,0,0.23721,1.35383,376650,221.11,26.37109375,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,20,43.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.05024,0.32686,412170,551.95,59.13671875,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,4.51,41.28515625,no,0.05,0.01,N,0,0.41914,1.42292,87240,298.32,145.296875,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,1.96,25.94140625,no,0.05,0.1,N,0,0.05839,0.07913,60420,1.32,2.625,yes,yes
HapChat,sim,pacbio,child,chr1,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,77.28999999999999,1984.39453125,yes,1,30,13.51,148.83984375,no,0.05,0.1,N,0,0.03261,0.29895,503430,184.47,366.75,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,14.04,147.91796875,no,0.05,0.1,N,0,0.26235,1.54184,450690,93.25,81.12109375,yes,yes
HapChat,ashk,pacbio,child,chr1,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,15.82,161.96875,no,0.05,0.1,N,0,0.24898,1.41463,380100,21.23,15.16015625,yes,yes
HapChat,sim,pacbio,child,chr1,45,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,113.97999999999999,2664.8671875,yes,1,20,15.86,164.99609375,no,0.05,0.001,N,0,0.02389,0.37042,423630,601.83,74.578125,yes,yes
HapChat,sim,pacbio,child,chr1,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,18.91,148.203125,no,0.05,0.1,N,0,0.04578,0.54594,574440,434.07,1098.33203125,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,4.54,41.1484375,no,0.05,0.01,N,0,0.41968,1.42341,51450,4.99,4.37890625,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,15,37.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.26076,1.51960,274650,19.76,4.7265625,yes,yes
HapChat,ashk,pacbio,child,chr21,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,4.5,43.7265625,no,0.05,0.01,N,0,0.41880,1.70487,107880,2312.59,1049.31640625,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,105.53999999999999,2635.8203125,yes,1,25,18.39,166.578125,no,0.05,0.1,N,0,0.25033,1.45749,518280,70.53,98.3125,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,20,54.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.25796,1.46587,371100,156.76,18.96484375,yes,yes
HapChat,ashk,pacbio,child,chr21,40,realigned,15,8.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.43018,1.71577,50760,3.99,3.8671875,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,15,29.9,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.28141,1.46459,257640,46.47,7.71875,yes,yes
HapChat,ashk,pacbio,child,chr1,55,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,32.49,269.18359375,no,0.05,0.001,N,0,0.23928,1.42746,474930,6448.0,695.56640625,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,52.71,1370.38671875,yes,1,30,12.56,112.9375,no,0.05,0.01,N,0,0.25140,1.44056,383190,525.55,351.84765625,yes,yes
HapChat,ashk,pacbio,child,chr21,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,11.93,307.94921875,yes,1,30,1.9,26.9609375,no,0.05,0.01,N,0,0.39641,1.19747,76920,170.7,92.97265625,yes,yes
HapChat,sim,pacbio,child,chr1,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,23.29,204.671875,no,0.05,0.1,N,0,0.01523,0.11999,346860,6.44,4.1015625,yes,yes
HapChat,ashk,pacbio,child,chr21,50,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,24.51,680.5078125,yes,1,25,3.46,39.0859375,no,0.05,0.01,N,0,0.45307,2.13342,96420,139.51,66.7109375,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,5.54,41.13671875,no,0.05,0.001,N,0,0.41924,1.42309,69270,172.2,72.67578125,yes,yes
HapChat,ashk,pacbio,child,chr21,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,4.37,43.765625,no,0.05,0.1,N,0,0.41919,1.70525,70380,4.11,5.27734375,yes,yes
HapChat,ashk,pacbio,child,chr21,45,realigned,15,9.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.45307,2.14447,51240,12.22,7.62109375,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,16.91,453.69140625,yes,1,20,2.49,30.11328125,no,0.05,0.001,N,0,0.43078,1.43406,72690,109.99000000000001,46.71484375,yes,yes
HapChat,sim,pacbio,child,chr1,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,90.66,2314.5703125,yes,1,15,16.5,156.390625,no,0.05,0.1,N,0,0.02609,0.11790,308880,5.14,3.51171875,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,4.99,45.03515625,no,0.05,0.001,N,0,0.04652,0.22573,62820,13.84,10.1796875,yes,yes
HapChat,ashk,pacbio,child,chr1,55,realigned,25,117.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.24556,1.57457,471660,104.78,46.6796875,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,25.16,204.88671875,no,0.05,0.1,N,0,0.24819,1.55022,578460,856.74,448.78515625,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,34.66,283.5859375,no,0.05,0.001,N,0,0.01519,0.22298,577560,6112.0,894.7890625,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,16.91,453.69140625,yes,1,30,3.13,30.1328125,no,0.05,0.1,N,0,0.43058,1.43389,94740,39.03,49.921875,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,34.27,283.94140625,no,0.05,0.1,N,0,0.02825,0.10731,351120,6.77,4.046875,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,25,103.9,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.23961,1.44946,478140,1121.38,128.1015625,yes,yes
HapChat,ashk,pacbio,child,chr21,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,5.28,46.48046875,no,0.05,0.01,N,0,0.41851,1.98690,107790,2320.54,919.41015625,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,6.73,205.15234375,yes,1,30,1.65,21.44921875,no,0.05,0.1,N,0,0.03502,0.61038,56100,1.68,4.671875,yes,yes
HapChat,sim,pacbio,child,chr21,25,realigned,20,7.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.03492,0.59867,84060,3.02,4.28125,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,68.68,1667.33984375,yes,1,30,14.24,121.84765625,no,0.05,0.1,N,0,0.03482,0.35804,456000,150.8,770.7578125,yes,yes
HapChat,ashk,pacbio,child,chr21,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,1.77,25.3671875,no,0.05,0.01,N,0,0.39775,1.54942,52620,4.7,4.37890625,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,20,115.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.01734,0.12410,473190,194.94,35.76953125,yes,yes
HapChat,sim,pacbio,child,chr1,50,realigned,20,91.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.01953,0.27143,471090,194.14,35.4140625,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,88.02,2291.25,yes,1,25,16.03,157.91015625,no,0.05,0.001,N,0,0.24399,1.47056,496860,2971.92,346.40234375,yes,yes
HapChat,sim,pacbio,child,chr1,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,19.88,176.62890625,no,0.05,0.01,N,0,0.02176,0.20846,455520,209.18,38.1171875,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,10.63,116.19921875,no,0.05,0.001,N,0,0.05465,0.49354,330840,65.76,11.3515625,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,5.0,45.29296875,no,0.05,0.001,N,0,0.04649,0.22573,103530,1249.62,621.84765625,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,20,10.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.43058,1.43389,67260,3.13,4.00390625,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,25,65.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.25796,1.46587,447960,941.92,119.171875,yes,yes
HapChat,sim,pacbio,child,chr1,35,realigned,20,71.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.02826,0.26948,460800,180.42,33.40234375,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,9.39,101.546875,no,0.05,0.01,N,0,0.27042,1.44560,318360,376.68,209.6953125,yes,yes
HapChat,ashk,pacbio,child,chr21,50,realigned,20,15.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.45291,2.13318,69900,3.11,5.0390625,yes,yes
HapChat,sim,pacbio,child,chr21,50,realigned,15,12.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.05798,0.16924,65550,12.24,9.05078125,yes,yes
HapChat,ashk,pacbio,child,chr21,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,4.3,43.734375,no,0.05,0.1,N,0,0.41973,1.70602,51870,1.3,2.53125,yes,yes
HapChat,sim,pacbio,child,chr21,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,3.44,31.73046875,no,0.05,0.1,N,0,0.03496,0.59867,63120,1.58,2.6796875,yes,yes
HapChat,sim,pacbio,child,chr1,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,26.09,204.75,no,0.05,0.001,N,0,0.02174,0.33258,459900,887.32,141.71875,yes,yes
HapChat,ashk,pacbio,child,chr21,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,6.29,49.05078125,no,0.05,0.001,N,0,0.45412,1.95414,48870,13.81,8.55859375,yes,yes
HapChat,ashk,pacbio,child,chr21,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,11.93,307.94921875,yes,1,25,1.95,26.9375,no,0.05,0.01,N,0,0.39641,1.19747,74700,68.47,52.1171875,yes,yes
HapChat,sim,pacbio,child,chr1,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,90.66,2314.5703125,yes,1,20,19.1,156.3203125,no,0.05,0.001,N,0,0.02173,0.10316,419340,576.75,71.58984375,yes,yes
HapChat,sim,pacbio,child,chr21,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,5.73,48.51953125,no,0.05,0.01,N,0,0.05807,0.16928,125520,2242.74,1285.203125,yes,yes
HapChat,ashk,pacbio,child,chr21,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,2.55,28.1171875,no,0.05,0.01,N,0,0.38538,1.18684,84330,213.52,117.06640625,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,29.42,776.921875,yes,1,25,8.29,93.4140625,no,0.05,0.001,N,0,0.07014,0.52562,270120,94.92,49.9765625,yes,yes
HapChat,sim,pacbio,child,chr1,55,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,156.17000000000002,3591.31640625,yes,1,30,21.25,182.83984375,no,0.05,0.01,N,0,0.02169,0.27771,612450,4705.0,534.1484375,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,20,108.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.24538,1.50275,376080,793.45,120.35546875,yes,yes
HapChat,sim,pacbio,child,chr1,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,24.58,190.73046875,no,0.05,0.01,N,0,0.02608,0.38735,568830,1343.68,262.26171875,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,25,132.9,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.24539,1.54487,473520,103.2,19.98828125,yes,yes
HapChat,sim,pacbio,child,chr21,30,realigned,20,9.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.02326,0.58717,84360,3.04,5.31640625,yes,yes
HapChat,ashk,pacbio,child,chr1,50,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,118.6,3158.08984375,yes,1,15,18.12,174.390625,no,0.05,0.1,N,0,0.24384,1.50159,303810,5.29,2.921875,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,8.08,101.53515625,no,0.05,0.01,N,0,0.27042,1.44560,315690,216.6,53.44921875,yes,yes
HapChat,ashk,pacbio,child,chr1,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,29.12,254.73828125,no,0.05,0.01,N,0,0.23504,1.33294,477810,1397.11,183.2109375,yes,yes
HapChat,sim,pacbio,child,chr21,30,realigned,30,11.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.02326,0.58717,123600,115.15,107.015625,yes,yes
HapChat,sim,pacbio,child,chr1,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,90.66,2314.5703125,yes,1,20,19.1,156.3203125,no,0.05,0.01,N,0,0.02173,0.10316,419340,143.67000000000002,21.51171875,yes,yes
HapChat,ashk,pacbio,child,chr21,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,7.4,49.28515625,no,0.05,0.001,N,0,0.44186,1.99887,87000,1299.49,565.58203125,yes,yes
HapChat,ashk,pacbio,child,chr1,35,realigned,15,56.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.24856,1.51106,279930,61.53,9.08984375,yes,yes
HapChat,ashk,pacbio,child,chr21,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,5.06,46.26171875,no,0.05,0.001,N,0,0.41929,1.88615,50610,13.78,8.53515625,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,29.42,776.921875,yes,1,20,8.08,93.54296875,no,0.05,0.01,N,0,0.07014,0.62272,269040,19.44,7.375,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,29.42,776.921875,yes,1,25,8.29,93.4140625,no,0.05,0.1,N,0,0.08768,0.87182,270660,5.11,9.58203125,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,52.71,1370.38671875,yes,1,30,12.56,112.9375,no,0.05,0.1,N,0,0.25578,1.44267,383340,62.03,158.875,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,34.27,283.94140625,no,0.05,0.001,N,0,0.02173,0.08416,350940,69.44,15.671875,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,6.73,205.15234375,yes,1,20,1.71,21.4140625,no,0.05,0.001,N,0,0.04670,0.04521,55290,30.74,34.5078125,yes,yes
HapChat,ashk,pacbio,child,chr1,35,realigned,30,104.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.24638,1.51317,566790,571.07,179.51953125,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,5.0,45.29296875,no,0.05,0.01,N,0,0.04649,0.22573,103530,280.63,173.203125,yes,yes
HapChat,ashk,pacbio,child,chr21,25,realigned,20,7.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.39641,1.19747,70470,139.32,56.84765625,yes,yes
HapChat,sim,pacbio,child,chr21,35,realigned,30,13.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.03487,0.66606,124830,137.65,438.765625,yes,yes
HapChat,ashk,pacbio,child,chr21,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,4.51,41.28515625,no,0.05,0.001,N,0,0.41914,1.42292,87240,1308.15,530.171875,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,30.48,776.28515625,yes,1,15,7.41,93.6796875,no,0.05,0.01,N,0,0.27924,1.44983,234900,11.78,4.21484375,yes,yes
HapChat,ashk,pacbio,child,chr21,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,8.47,248.59375,yes,1,25,1.66,25.18359375,no,0.05,0.001,N,0,0.38538,1.18684,65550,135.26,77.26953125,yes,yes
HapChat,ashk,pacbio,child,chr1,30,realigned,15,49.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.25104,1.40821,281400,5.55,3.15234375,yes,yes
HapChat,ashk,pacbio,child,chr1,55,realigned,25,117.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.24121,1.51770,471600,1091.48,133.609375,yes,yes
HapChat,ashk,pacbio,child,chr21,45,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,24.2,598.03125,yes,1,15,2.91,37.6875,no,0.05,0.01,N,0,0.43048,1.81798,53970,3.24,3.35546875,yes,yes
HapChat,sim,pacbio,child,chr21,25,realigned,25,8.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.03492,0.59867,104190,19.34,60.640625,yes,yes
HapChat,sim,pacbio,child,chr1,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,22.58,176.5546875,no,0.05,0.1,N,0,0.03703,0.38753,346860,6.97,3.88671875,yes,yes
HapChat,ashk,pacbio,child,chr1,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,68.8,1660.8828125,yes,1,25,10.79,140.0859375,no,0.05,0.01,N,0,0.24232,1.27121,429420,402.9,103.4296875,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,30,4.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.04670,0.04521,83910,229.75,298.40625,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,15,9.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.03484,0.10158,61650,1.08,2.59375,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,40.81,1023.24609375,yes,1,15,7.89,103.59375,no,0.05,0.01,N,0,0.25206,1.52395,272100,15.81,4.37890625,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,15,82.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.01734,0.12410,357630,20.07,6.875,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,10.63,116.19921875,no,0.05,0.01,N,0,0.05465,0.49354,330840,23.59,5.94140625,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,5.05,45.23828125,no,0.05,0.01,N,0,0.04650,0.22573,83190,42.76,26.25,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,12.93,115.90625,no,0.05,0.001,N,0,0.26076,1.51749,402930,2918.64,341.10546875,yes,yes
HapChat,sim,pacbio,child,chr21,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,5.65,48.28125,no,0.05,0.001,N,0,0.05810,0.16930,105810,1248.0,614.0234375,yes,yes
HapChat,sim,pacbio,child,chr1,50,realigned,25,112.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.01736,0.26933,582090,5217.0,717.90625,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,41.66,1029.44140625,yes,1,30,8.77,103.40625,no,0.05,0.1,N,0,0.06772,0.87516,340950,22.22,52.08203125,yes,yes
HapChat,ashk,pacbio,child,chr21,30,realigned,20,9.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.39604,1.19706,69690,146.7,59.69921875,yes,yes
HapChat,ashk,pacbio,child,chr21,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,2.46,28.1171875,no,0.05,0.01,N,0,0.37374,1.17567,69840,34.82,18.18359375,yes,yes
HapChat,sim,pacbio,child,chr21,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,4.26,39.15625,no,0.05,0.001,N,0,0.02330,0.58731,63150,13.84,10.02734375,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,155.29,3967.71875,yes,1,25,24.08,190.640625,no,0.05,0.001,N,0,0.24768,1.51132,562770,3918.0,394.4609375,yes,yes
HapChat,ashk,pacbio,child,chr21,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,6.29,49.05078125,no,0.05,0.01,N,0,0.44248,1.94284,48870,5.21,4.46875,yes,yes
HapChat,sim,pacbio,child,chr21,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,4.9,42.390625,no,0.05,0.01,N,0,0.03494,0.21452,62250,4.99,4.34765625,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,12.93,115.90625,no,0.05,0.1,N,0,0.26734,1.55337,402960,55.32,35.47265625,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,25,110.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.24373,1.47211,476730,1146.57,123.0625,yes,yes
HapChat,sim,pacbio,child,chr1,50,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,129.02,3180.41015625,yes,1,30,17.47,172.79296875,no,0.05,0.1,N,0,0.02170,0.27355,593790,306.57,784.859375,yes,yes
HapChat,ashk,pacbio,child,chr21,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,1.77,25.3671875,no,0.05,0.001,N,0,0.38606,1.19882,52530,12.19,8.02734375,yes,yes
HapChat,sim,pacbio,child,chr21,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,4.46,39.40234375,no,0.05,0.01,N,0,0.02327,0.58717,122820,2094.1,972.83203125,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,25,65.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.25796,1.45955,448050,83.78999999999999,89.03515625,yes,yes
HapChat,sim,pacbio,child,chr1,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,53.97,1377.99609375,yes,1,20,13.07,112.640625,no,0.05,0.1,N,0,0.04796,0.85578,371190,9.92,10.21875,yes,yes
HapChat,sim,pacbio,child,chr1,25,realigned,30,65.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.04142,0.52484,572490,449.41,1086.703125,yes,yes
HapChat,ashk,pacbio,child,chr1,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,68.8,1660.8828125,yes,1,15,11.23,139.98046875,no,0.05,0.01,N,0,0.24897,1.38722,300810,22.1,4.62890625,yes,yes
HapChat,sim,pacbio,child,chr21,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,11.99,329.35546875,yes,1,30,2.53,27.3046875,no,0.05,0.1,N,0,0.03492,0.59867,80670,18.34,53.7265625,yes,yes
